method,mechanism,rate,seed,n_test_patients,shap_rmse,lime_mean_rho,lime_median_rho,lime_n_valid,lime_n_invalid
RF-iterative,MCAR,0.1,43,60,0.022100542796337965,0.9327838827838827,0.9368131868131868,60,0
RF-iterative,MCAR,0.1,44,60,0.01402471359401469,0.9391941391941392,0.945054945054945,60,0
RF-iterative,MCAR,0.1,45,60,0.020245742350607384,0.9417582417582417,0.945054945054945,60,0
RF-iterative,MCAR,0.1,46,60,0.01259245759892617,0.9564102564102563,0.967032967032967,60,0
RF-iterative,MCAR,0.1,47,60,0.013812483688235911,0.9527472527472527,0.9615384615384615,60,0
RF-iterative,MCAR,0.1,48,60,0.012265173707915102,0.9362637362637364,0.9423076923076923,60,0
RF-iterative,MCAR,0.1,49,60,0.011123228757884894,0.9211538461538463,0.9285714285714285,60,0
RF-iterative,MCAR,0.2,42,60,0.021814838267964494,0.9423992673992674,0.9505494505494506,60,0
RF-iterative,MCAR,0.2,43,60,0.01601143522454464,0.8952380952380953,0.901098901098901,60,0
RF-iterative,MCAR,0.2,44,60,0.02663389549306119,0.9282051282051283,0.9395604395604396,60,0
RF-iterative,MCAR,0.2,45,60,0.023702037627108694,0.9347069597069597,0.9395604395604396,60,0
RF-iterative,MCAR,0.2,46,60,0.030799341442524962,0.8521062271062271,0.8763736263736264,60,0
RF-iterative,MCAR,0.2,47,60,0.010836281613766983,0.9371794871794871,0.945054945054945,60,0
RF-iterative,MCAR,0.2,48,60,0.02011691450457968,0.8810439560439559,0.8901098901098902,60,0
RF-iterative,MCAR,0.2,49,60,0.01803888780112407,0.9172161172161172,0.9285714285714285,60,0
RF-iterative,MCAR,0.3,42,60,0.018988852196952295,0.9402014652014651,0.9478021978021978,60,0
RF-iterative,MCAR,0.3,43,60,0.018589071639347143,0.9110805860805862,0.9230769230769231,60,0
RF-iterative,MCAR,0.3,44,60,0.020048104379722605,0.8483516483516483,0.8516483516483516,60,0
RF-iterative,MCAR,0.3,45,60,0.026364286327304705,0.8923076923076924,0.8901098901098902,60,0
RF-iterative,MCAR,0.3,46,60,0.02387436561810732,0.8469780219780219,0.8461538461538461,60,0
RF-iterative,MCAR,0.3,47,60,0.02150658060302099,0.9106227106227106,0.9175824175824175,60,0
RF-iterative,MCAR,0.3,48,60,0.019065901354206268,0.8917582417582416,0.901098901098901,60,0
RF-iterative,MCAR,0.3,49,60,0.024851457976049825,0.9131868131868132,0.9258241758241759,60,0
RF-iterative,MNAR,0.1,42,60,0.011412280722943592,0.9277472527472527,0.9230769230769231,60,0
RF-iterative,MNAR,0.1,43,60,0.01127171308525315,0.9422161172161173,0.9505494505494506,60,0
RF-iterative,MNAR,0.1,44,60,0.021667479890330705,0.9471611721611723,0.9505494505494506,60,0
RF-iterative,MNAR,0.1,45,60,0.015276955698197908,0.9310439560439561,0.9395604395604396,60,0
RF-iterative,MNAR,0.1,46,60,0.026148491333383587,0.9328754578754579,0.9395604395604396,60,0
RF-iterative,MNAR,0.1,47,60,0.013481132048598842,0.9326923076923078,0.9340659340659341,60,0
RF-iterative,MNAR,0.1,48,60,0.0216498900647084,0.8966117216117218,0.9065934065934067,60,0
RF-iterative,MNAR,0.1,49,60,0.012053367303762687,0.9585164835164834,0.9642857142857142,60,0
RF-iterative,MNAR,0.2,42,60,0.034059157293069055,0.8785714285714287,0.8901098901098901,60,0
