method,mechanism,rate,seed,nrmse,pfc,variant_filename,n_missing_cells_scored,n_continuous_cells_scored,n_categorical_cells_scored
RF-iterative,MAR,0.3,49,1.0528662316915949,0.5280898876404494,MAR_rate30_seed49.csv,979,356,623
RF-iterative,MCAR,0.1,42,0.8141477168529928,0.4523809523809524,MCAR_rate10_seed42.csv,330,120,210
RF-iterative,MCAR,0.1,43,0.929350997329656,0.48095238095238096,MCAR_rate10_seed43.csv,330,120,210
RF-iterative,MCAR,0.1,44,0.8492309060740825,0.48095238095238096,MCAR_rate10_seed44.csv,330,120,210
RF-iterative,MCAR,0.1,45,0.8856114095938393,0.44285714285714284,MCAR_rate10_seed45.csv,330,120,210
RF-iterative,MCAR,0.1,46,0.9215048620217412,0.5142857142857142,MCAR_rate10_seed46.csv,330,120,210
RF-iterative,MCAR,0.1,47,1.0707630377693316,0.4238095238095238,MCAR_rate10_seed47.csv,330,120,210
RF-iterative,MCAR,0.1,48,1.0767575818146575,0.46190476190476193,MCAR_rate10_seed48.csv,330,120,210
RF-iterative,MCAR,0.1,49,0.8715053211888002,0.4714285714285714,MCAR_rate10_seed49.csv,330,120,210
RF-iterative,MCAR,0.2,42,0.9533291778191825,0.5084745762711864,MCAR_rate20_seed42.csv,649,236,413
RF-iterative,MCAR,0.2,43,0.9096359287056213,0.47699757869249393,MCAR_rate20_seed43.csv,649,236,413
RF-iterative,MCAR,0.2,44,0.9053522806526283,0.43825665859564167,MCAR_rate20_seed44.csv,649,236,413
RF-iterative,MCAR,0.2,45,0.9231742972015865,0.4794188861985472,MCAR_rate20_seed45.csv,649,236,413
RF-iterative,MCAR,0.2,46,0.9466757560785604,0.45278450363196127,MCAR_rate20_seed46.csv,649,236,413
RF-iterative,MCAR,0.2,47,0.9925845183394735,0.49878934624697335,MCAR_rate20_seed47.csv,649,236,413
RF-iterative,MCAR,0.2,48,0.9525036315384477,0.46246973365617433,MCAR_rate20_seed48.csv,649,236,413
RF-iterative,MCAR,0.2,49,0.9834491092820474,0.4576271186440678,MCAR_rate20_seed49.csv,649,236,413
RF-iterative,MCAR,0.3,42,1.0280192207119005,0.5088282504012841,MCAR_rate30_seed42.csv,979,356,623
RF-iterative,MCAR,0.3,43,0.9825113522291946,0.47030497592295345,MCAR_rate30_seed43.csv,979,356,623
RF-iterative,MCAR,0.3,44,1.0117148486589742,0.47030497592295345,MCAR_rate30_seed44.csv,979,356,623
RF-iterative,MCAR,0.3,45,0.9681531607894742,0.45425361155698235,MCAR_rate30_seed45.csv,979,356,623
RF-iterative,MCAR,0.3,46,1.0225950265117194,0.46869983948635635,MCAR_rate30_seed46.csv,979,356,623
RF-iterative,MCAR,0.3,47,0.8996218757943824,0.463884430176565,MCAR_rate30_seed47.csv,979,356,623
RF-iterative,MCAR,0.3,48,1.0254500250250218,0.4767255216693419,MCAR_rate30_seed48.csv,979,356,623
RF-iterative,MCAR,0.3,49,1.0605664415898788,0.492776886035313,MCAR_rate30_seed49.csv,979,356,623
RF-iterative,MNAR,0.1,42,1.3847209728015715,0.7619047619047619,MNAR_rate10_seed42.csv,330,120,210
RF-iterative,MNAR,0.1,43,1.3918288207452802,0.7714285714285715,MNAR_rate10_seed43.csv,330,120,210
RF-iterative,MNAR,0.1,44,1.3466180965319439,0.7619047619047619,MNAR_rate10_seed44.csv,330,120,210
RF-iterative,MNAR,0.1,45,1.529725738839947,0.7523809523809524,MNAR_rate10_seed45.csv,330,120,210
RF-iterative,MNAR,0.1,46,1.4597533846080408,0.7666666666666667,MNAR_rate10_seed46.csv,330,120,210
RF-iterative,MNAR,0.1,47,1.4626583056249194,0.780952380952381,MNAR_rate10_seed47.csv,330,120,210
RF-iterative,MNAR,0.1,48,1.367946665959933,0.7380952380952381,MNAR_rate10_seed48.csv,330,120,210
RF-iterative,MNAR,0.1,49,1.5612463354208383,0.7571428571428571,MNAR_rate10_seed49.csv,330,120,210
RF-iterative,MNAR,0.2,42,1.5262091325850744,0.7675544794188862,MNAR_rate20_seed42.csv,649,236,413
RF-iterative,MNAR,0.2,43,1.5873542232638782,0.7530266343825666,MNAR_rate20_seed43.csv,649,236,413
RF-iterative,MNAR,0.2,44,1.460012561581704,0.7142857142857143,MNAR_rate20_seed44.csv,649,236,413
RF-iterative,MNAR,0.2,45,1.472702767986769,0.7602905569007264,MNAR_rate20_seed45.csv,649,236,413
RF-iterative,MNAR,0.2,46,1.5052556169765,0.7263922518159807,MNAR_rate20_seed46.csv,649,236,413
RF-iterative,MNAR,0.2,47,1.495345428107025,0.7336561743341404,MNAR_rate20_seed47.csv,649,236,413
RF-iterative,MNAR,0.2,48,1.4947937899989643,0.7409200968523002,MNAR_rate20_seed48.csv,649,236,413
RF-iterative,MNAR,0.2,49,1.4922780473984327,0.7070217917675545,MNAR_rate20_seed49.csv,649,236,413
RF-iterative,MNAR,0.3,42,1.4870832670322043,0.7640449438202247,MNAR_rate30_seed42.csv,979,356,623
RF-iterative,MNAR,0.3,43,1.4967189781125863,0.7528089887640449,MNAR_rate30_seed43.csv,979,356,623
RF-iterative,MNAR,0.3,44,1.4737271947898334,0.6886035313001605,MNAR_rate30_seed44.csv,979,356,623
RF-iterative,MNAR,0.3,45,1.5544658046591942,0.7110754414125201,MNAR_rate30_seed45.csv,979,356,623
RF-iterative,MNAR,0.3,46,1.5146186507491073,0.7303370786516854,MNAR_rate30_seed46.csv,979,356,623
RF-iterative,MNAR,0.3,47,1.5528427003739194,0.7913322632423756,MNAR_rate30_seed47.csv,979,356,623
RF-iterative,MNAR,0.3,48,1.5300017600279017,0.7512038523274478,MNAR_rate30_seed48.csv,979,356,623
RF-iterative,MNAR,0.3,49,1.4894696286766775,0.7223113964686998,MNAR_rate30_seed49.csv,979,356,623
